order_id,order_date,order_time,total_amount,tax,payment_method,order_type,order_status,day_type
O001698,2025-12-13,23:28,706.8,86.8,card,Dine in,Completed,Weekend
O001699,2025-12-13,20:58,393.3,48.3,CASH,TAKEAWAY,Completed,Weekend
O001700,2025-12-13,20:08,763.8,93.8,CASH,TAKEAWAY,Completed,Weekend
O001701,2025-12-13,21:08,501.6,61.6,CASH,TAKEAWAY,Completed,Weekend
O001702,2025-12-13,23:41,809.4,99.4,card,Dine in,Completed,Weekend
O001703,2025-12-13,20:21,763.8,93.8,card,TAKEAWAY,Completed,Weekend
O001704,2025-12-13,20:12,706.8,86.8,CASH,TAKEAWAY,Completed,Weekend
O001705,2025-12-13,21:08,1162.8,142.8,card,Dine in,Completed,Weekend
O001706,2025-12-13,18:15,324.9,39.9,card,Dine in,Completed,Weekend
O001707,2025-12-13,22:22,775.2,95.2,CASH,TAKEAWAY,Completed,Weekend
O001708,2025-12-13,18:37,1214.1,149.1,CASH,Dine in,Completed,Weekend
O001709,2025-12-13,23:18,381.9,46.9,card,Dine in,Completed,Weekend
O001710,2025-12-13,21:53,467.4,57.4,CASH,,Completed,Weekend
O001711,2025-12-13,20:10,592.8,72.8,CASH,TAKEAWAY,Completed,Weekend
O001712,2025-12-13,21:50,912.0,112.0,CASH,Dine in,Completed,Weekend
O001713,2025-12-13,21:50,1111.5,136.5,CASH,,Completed,Weekend
O001714,2025-12-13,20:42,638.4,78.4,card,TAKEAWAY,Completed,Weekend
O001715,2025-12-13,23:03,763.8,93.8,CASH,Dine in,Completed,Weekend
O001716,2025-12-13,23:43,558.6,68.6,CASH,TAKEAWAY,Completed,Weekend
O001717,2025-12-13,22:13,649.8,79.8,CASH,Dine in,Completed,Weekend
O001718,2025-12-13,18:17,866.4,106.4,CASH,Dine in,Completed,Weekend
O001719,2025-12-13,21:08,957.6,117.6,CASH,Dine in,Completed,Weekend
O001720,2025-12-13,20:57,581.4,71.4,card,Dine in,Completed,Weekend
O001721,2025-12-13,21:36,741.0,91.0,CASH,TAKEAWAY,Completed,Weekend
O001722,2025-12-13,18:30,1231.2,151.2,card,TAKEAWAY,Completed,Weekend
O001723,2025-12-13,23:01,416.1,51.1,CASH,TAKEAWAY,Completed,Weekend
O001724,2025-12-13,20:42,849.3,104.3,card,Dine in,Completed,Weekend
O001725,2025-12-13,18:24,302.1,37.1,card,Dine in,Completed,Weekend
O001726,2025-12-13,20:41,877.8,107.8,card,TAKEAWAY,Completed,Weekend
O001727,2025-12-13,23:27,627.0,77.0,card,TAKEAWAY,Completed,Weekend
O001728,2025-12-13,19:26,615.6,75.6,CASH,TAKEAWAY,Completed,Weekend
O001729,2025-12-13,19:00,507.3,62.3,CASH,,Completed,Weekend
O001730,2025-12-13,20:07,581.4,71.4,CASH,Dine in,Completed,Weekend
O001731,2025-12-13,20:27,438.9,53.9,card,Dine in,Completed,Weekend
O001732,2025-12-13,20:08,353.4,43.4,CASH,TAKEAWAY,Completed,Weekend
O001733,2025-12-13,21:28,581.4,71.4,card,Dine in,Completed,Weekend
O001734,2025-12-13,19:45,473.1,58.1,card,Dine in,Completed,Weekend
O001735,2025-12-13,20:04,581.4,71.4,CASH,Dine in,Completed,Weekend
O001736,2025-12-13,21:40,319.2,39.2,CASH,Dine in,Completed,Weekend
O001737,2025-12-13,21:46,877.8,107.8,card,Dine in,Completed,Weekend
O001738,2025-12-13,19:42,672.6,82.6,CASH,TAKEAWAY,Completed,Weekend
O001739,2025-12-13,22:17,832.2,102.2,card,TAKEAWAY,Completed,Weekend
O001740,2025-12-13,19:16,644.1,79.1,card,Dine in,Completed,Weekend
O001741,2025-12-13,19:29,558.6,68.6,card,Dine in,Completed,Weekend
O001742,2025-12-13,21:23,399.0,49.0,CASH,Dine in,Completed,Weekend
O001743,2025-12-13,19:35,718.2,88.2,,Dine in,Completed,Weekend
O001744,2025-12-13,18:44,387.6,47.6,card,TAKEAWAY,Completed,Weekend
O001745,2025-12-13,22:15,330.6,40.6,CASH,Dine in,Completed,Weekend
O001746,2025-12-13,22:32,456.0,56.0,CASH,TAKEAWAY,Completed,Weekend
O001747,2025-12-13,18:23,752.4,92.4,card,TAKEAWAY,Completed,Weekend
O001748,2025-12-13,21:56,1459.2,179.2,CASH,TAKEAWAY,Completed,Weekend
O001749,2025-12-13,23:25,860.7,105.7,card,Dine in,Completed,Weekend
O001750,2025-12-13,19:17,820.8,100.8,,Dine in,Completed,Weekend
O001751,2025-12-13,20:29,581.4,71.4,CASH,TAKEAWAY,Completed,Weekend
O001752,2025-12-13,20:32,524.4,64.4,CASH,Dine in,Completed,Weekend
O001753,2025-12-13,22:21,758.1,93.1,,Dine in,Completed,Weekend
O001754,2025-12-13,18:49,718.2,88.2,,Dine in,Completed,Weekend
O001755,2025-12-13,22:16,763.8,93.8,card,Dine in,Completed,Weekend
O001756,2025-12-13,18:35,319.2,39.2,CASH,TAKEAWAY,Completed,Weekend
O001757,2025-12-13,21:12,934.8,114.8,card,Dine in,Completed,Weekend
O001758,2025-12-13,18:28,849.3,104.3,CASH,Dine in,Completed,Weekend
O001759,2025-12-13,18:24,729.6,89.6,CASH,TAKEAWAY,Completed,Weekend
O001760,2025-12-13,21:15,456.0,56.0,CASH,TAKEAWAY,Completed,Weekend
O001761,2025-12-13,20:08,535.8,65.8,CASH,TAKEAWAY,Completed,Weekend
O001762,2025-12-13,19:36,376.2,46.2,card,Dine in,Completed,Weekend
O001763,2025-12-13,18:43,855.0,105.0,card,Dine in,Completed,Weekend
O001764,2025-12-13,22:33,729.6,89.6,CASH,Dine in,Completed,Weekend
O001765,2025-12-13,22:26,758.1,93.1,CASH,TAKEAWAY,Completed,Weekend
O001766,2025-12-13,19:01,1008.9,123.9,CASH,TAKEAWAY,Completed,Weekend
O001767,2025-12-13,23:43,991.8,121.8,CASH,TAKEAWAY,Completed,Weekend
O001768,2025-12-13,22:24,672.6,82.6,CASH,TAKEAWAY,Completed,Weekend
O001769,2025-12-13,20:45,809.4,99.4,card,TAKEAWAY,Completed,Weekend
O001770,2025-12-13,21:26,644.1,79.1,card,Dine in,Completed,Weekend
O001771,2025-12-13,18:52,661.2,81.2,card,Dine in,Completed,Weekend
O001772,2025-12-13,18:51,399.0,49.0,card,Dine in,Completed,Weekend
O001773,2025-12-13,21:01,507.3,62.3,CASH,Dine in,Completed,Weekend
O001774,2025-12-13,23:15,570.0,70.0,CASH,Dine in,Completed,Weekend
O001775,2025-12-13,22:48,763.8,93.8,CASH,TAKEAWAY,Completed,Weekend
O001776,2025-12-13,21:49,752.4,92.4,card,TAKEAWAY,Completed,Weekend
O001777,2025-12-13,23:29,461.7,56.7,CASH,TAKEAWAY,Completed,Weekend
O001778,2025-12-13,22:51,946.2,116.2,CASH,Dine in,Completed,Weekend
O001779,2025-12-14,21:57,0.0,0.0,CASH,TAKEAWAY,Completed,weekday
O001780,2025-12-14,11:12,456.0,56.0,CASH,Dine in,Completed,weekday
O001781,2025-12-14,13:24,182.4,22.4,card,Dine in,Completed,weekday
O001782,2025-12-14,14:36,364.8,44.8,CASH,TAKEAWAY,Completed,weekday
O001783,2025-12-14,16:51,273.6,33.6,card,TAKEAWAY,Completed,weekday
O001784,2025-12-14,12:03,0.0,0.0,card,TAKEAWAY,Completed,weekday
O001785,2025-12-14,16:44,342.0,42.0,CASH,Dine in,Completed,weekday
O001786,2025-12-14,17:49,330.6,40.6,CASH,Dine in,Completed,weekday
O001787,2025-12-14,15:20,672.6,82.6,card,,Completed,weekday
O001788,2025-12-14,14:55,444.6,54.6,card,TAKEAWAY,Completed,weekday
O001789,2025-12-14,14:25,125.4,15.4,card,Dine in,Completed,weekday
O001790,2025-12-14,22:33,296.4,36.4,CASH,TAKEAWAY,Completed,weekday
O001791,2025-12-14,21:35,125.4,15.4,card,Dine in,Completed,weekday
O001792,2025-12-14,12:46,513.0,63.0,card,Dine in,Completed,weekday
O001793,2025-12-14,12:35,262.2,32.2,CASH,TAKEAWAY,Completed,weekday
O001794,2025-12-14,12:15,114.0,14.0,card,Dine in,Completed,weekday
O001795,2025-12-14,13:38,239.4,29.4,,Dine in,Completed,weekday
O001796,2025-12-14,10:45,245.1,30.1,card,TAKEAWAY,Completed,weekday
O001797,2025-12-14,21:21,182.4,22.4,card,Dine in,Completed,weekday
O001798,2025-12-14,20:31,85.5,10.5,CASH,TAKEAWAY,Completed,weekday
O001799,2025-12-14,21:18,376.2,46.2,card,TAKEAWAY,Completed,weekday
O001800,2025-12-14,21:41,136.8,16.8,,TAKEAWAY,Completed,weekday
O001801,2025-12-14,14:05,91.2,11.2,CASH,TAKEAWAY,Completed,weekday
O001802,2025-12-14,17:48,250.8,30.8,CASH,TAKEAWAY,Completed,weekday
O001803,2025-12-14,15:21,228.0,28.0,card,,Completed,weekday
O001804,2025-12-14,12:22,381.9,46.9,CASH,TAKEAWAY,Completed,weekday
O001805,2025-12-14,10:07,250.8,30.8,card,Dine in,Completed,weekday
O001806,2025-12-14,14:51,353.4,43.4,CASH,TAKEAWAY,Completed,weekday
O001807,2025-12-14,12:19,171.0,21.0,,Dine in,Completed,weekday
O001808,2025-12-14,12:40,433.2,53.2,card,TAKEAWAY,Completed,weekday
O001809,2025-12-14,16:26,199.5,24.5,card,Dine in,Completed,weekday
O001810,2025-12-14,19:01,216.6,26.6,card,TAKEAWAY,Completed,weekday
O001811,2025-12-14,16:15,193.8,23.8,CASH,,Completed,weekday
O001812,2025-12-14,21:19,307.8,37.8,CASH,TAKEAWAY,Completed,weekday
O001813,2025-12-14,17:47,102.6,12.6,,,Completed,weekday
O001814,2025-12-14,20:39,364.8,44.8,CASH,Dine in,Completed,weekday
O001815,2025-12-14,14:11,114.0,14.0,,TAKEAWAY,Completed,weekday
O001816,2025-12-14,10:14,125.4,15.4,card,TAKEAWAY,Completed,weekday
O001817,2025-12-14,12:45,239.4,29.4,CASH,TAKEAWAY,Completed,weekday
O001818,2025-12-14,11:13,478.8,58.8,CASH,Dine in,Completed,weekday
O001819,2025-12-15,17:35,399.0,49.0,,Dine in,Completed,weekday
O001820,2025-12-15,18:20,387.6,47.6,card,TAKEAWAY,Completed,weekday
O001821,2025-12-15,13:14,296.4,36.4,,Dine in,Completed,weekday
O001822,2025-12-15,16:27,456.0,56.0,card,Dine in,Completed,weekday
O001823,2025-12-15,21:15,501.6,61.6,CASH,Dine in,Completed,weekday
O001824,2025-12-15,14:52,136.8,16.8,CASH,Dine in,Completed,weekday
O001825,2025-12-15,12:01,661.2,81.2,,Dine in,Completed,weekday
O001826,2025-12-15,18:27,85.5,10.5,CASH,Dine in,Completed,weekday
O001827,2025-12-15,18:29,387.6,47.6,CASH,Dine in,Completed,weekday
O001828,2025-12-15,17:35,478.8,58.8,card,TAKEAWAY,Completed,weekday
O001829,2025-12-15,12:42,387.6,47.6,CASH,TAKEAWAY,Completed,weekday
O001830,2025-12-15,11:02,478.8,58.8,card,,Completed,weekday
O001831,2025-12-15,11:31,159.6,19.6,card,,Completed,weekday
O001832,2025-12-15,11:05,342.0,42.0,card,TAKEAWAY,Completed,weekday
O001833,2025-12-15,19:30,552.9,67.9,card,TAKEAWAY,Completed,weekday
O001834,2025-12-15,12:49,319.2,39.2,CASH,TAKEAWAY,Completed,weekday
O001835,2025-12-15,13:55,228.0,28.0,CASH,TAKEAWAY,Completed,weekday
O001836,2025-12-15,22:37,62.7,7.7,card,,Completed,weekday
O001837,2025-12-15,11:08,547.2,67.2,CASH,TAKEAWAY,Completed,weekday
O001838,2025-12-15,22:06,159.6,19.6,card,Dine in,Completed,weekday
O001839,2025-12-15,11:09,330.6,40.6,CASH,TAKEAWAY,Completed,weekday
O001840,2025-12-15,14:47,273.6,33.6,CASH,TAKEAWAY,Completed,weekday
O001841,2025-12-15,14:25,324.9,39.9,card,TAKEAWAY,Completed,weekday
O001842,2025-12-15,20:10,0.0,0.0,,Dine in,Completed,weekday
O001843,2025-12-15,11:30,444.6,54.6,card,TAKEAWAY,Completed,weekday
O001844,2025-12-15,13:47,239.4,29.4,CASH,Dine in,Completed,weekday
O001845,2025-12-15,13:44,0.0,0.0,card,TAKEAWAY,Completed,weekday
O001846,2025-12-15,12:09,159.6,19.6,card,Dine in,Completed,weekday
O001847,2025-12-15,12:23,399.0,49.0,CASH,Dine in,Completed,weekday
O001848,2025-12-15,15:08,364.8,44.8,card,Dine in,Completed,weekday
O001849,2025-12-15,12:56,199.5,24.5,CASH,Dine in,Completed,weekday
O001850,2025-12-15,19:28,273.6,33.6,card,Dine in,Completed,weekday
O001851,2025-12-15,20:44,239.4,29.4,card,Dine in,Completed,weekday
O001852,2025-12-15,10:25,262.2,32.2,card,TAKEAWAY,Completed,weekday
O001853,2025-12-15,12:55,245.1,30.1,card,TAKEAWAY,Completed,weekday
O001854,2025-12-15,14:28,125.4,15.4,card,Dine in,Completed,weekday
O001855,2025-12-15,16:11,114.0,14.0,card,TAKEAWAY,Completed,weekday
O001856,2025-12-15,17:07,250.8,30.8,card,TAKEAWAY,Completed,weekday
O001857,2025-12-15,21:47,102.6,12.6,card,Dine in,Completed,weekday
O001858,2025-12-16,14:38,581.4,71.4,card,Dine in,Completed,weekday
O001859,2025-12-16,16:39,68.4,8.4,card,Dine in,Completed,weekday
O001860,2025-12-16,16:56,136.8,16.8,CASH,,Completed,weekday
O001861,2025-12-16,15:45,250.8,30.8,,TAKEAWAY,Completed,weekday
O001862,2025-12-16,12:38,376.2,46.2,CASH,Dine in,Completed,weekday
O001863,2025-12-16,22:59,342.0,42.0,CASH,TAKEAWAY,Completed,weekday
O001864,2025-12-16,16:27,216.6,26.6,,Dine in,Completed,weekday
O001865,2025-12-16,14:04,68.4,8.4,,Dine in,Completed,weekday
O001866,2025-12-16,19:59,342.0,42.0,CASH,TAKEAWAY,Completed,weekday
O001867,2025-12-16,22:18,285.0,35.0,card,TAKEAWAY,Completed,weekday
O001868,2025-12-16,20:56,205.2,25.2,card,Dine in,Completed,weekday
O001869,2025-12-16,14:11,125.4,15.4,CASH,TAKEAWAY,Completed,weekday
O001870,2025-12-16,14:22,85.5,10.5,card,TAKEAWAY,Completed,weekday
O001871,2025-12-16,22:27,364.8,44.8,CASH,Dine in,Completed,weekday
O001872,2025-12-16,16:35,296.4,36.4,card,TAKEAWAY,Completed,weekday
O001873,2025-12-16,15:58,1065.9,130.9,card,Dine in,Completed,weekday
O001874,2025-12-16,17:15,273.6,33.6,card,Dine in,Completed,weekday
O001875,2025-12-16,17:43,296.4,36.4,CASH,TAKEAWAY,Completed,weekday
O001876,2025-12-16,18:48,296.4,36.4,CASH,Dine in,Completed,weekday
O001877,2025-12-16,18:58,570.0,70.0,CASH,TAKEAWAY,Completed,weekday
O001878,2025-12-16,15:26,125.4,15.4,card,Dine in,Completed,weekday
O001879,2025-12-16,12:41,661.2,81.2,CASH,TAKEAWAY,Completed,weekday
O001880,2025-12-16,10:02,262.2,32.2,,Dine in,Completed,weekday
O001881,2025-12-16,13:26,541.5,66.5,,Dine in,Completed,weekday
O001882,2025-12-16,17:26,68.4,8.4,card,TAKEAWAY,Completed,weekday
O001883,2025-12-16,18:12,0.0,0.0,,TAKEAWAY,Completed,weekday
O001884,2025-12-16,14:05,262.2,32.2,CASH,Dine in,Completed,weekday
O001885,2025-12-16,17:09,296.4,36.4,card,Dine in,Completed,weekday
O001886,2025-12-16,20:46,410.4,50.4,card,TAKEAWAY,Completed,weekday
O001887,2025-12-16,11:25,182.4,22.4,card,,Completed,weekday
O001888,2025-12-16,20:49,410.4,50.4,CASH,TAKEAWAY,Completed,weekday
O001889,2025-12-16,11:50,319.2,39.2,card,Dine in,Completed,weekday
O001890,2025-12-16,17:51,159.6,19.6,card,TAKEAWAY,Completed,weekday
O001891,2025-12-16,17:14,421.8,51.8,CASH,TAKEAWAY,Completed,weekday
O001892,2025-12-16,12:35,296.4,36.4,CASH,TAKEAWAY,Completed,weekday
O001893,2025-12-16,12:00,381.9,46.9,card,TAKEAWAY,Completed,weekday
O001894,2025-12-16,14:35,296.4,36.4,,,Completed,weekday
O001895,2025-12-16,21:43,125.4,15.4,card,TAKEAWAY,Completed,weekday
O001896,2025-12-16,21:59,410.4,50.4,card,Dine in,Completed,weekday
O001897,2025-12-17,22:36,114.0,14.0,card,Dine in,Completed,weekday
O001898,2025-12-17,10:13,239.4,29.4,CASH,TAKEAWAY,Completed,weekday
O001899,2025-12-17,10:12,364.8,44.8,card,Dine in,Completed,weekday
O001900,2025-12-17,19:48,273.6,33.6,CASH,Dine in,Completed,weekday
O001901,2025-12-17,13:09,182.4,22.4,CASH,TAKEAWAY,Completed,weekday
O001902,2025-12-17,15:49,353.4,43.4,card,Dine in,Completed,weekday
O001903,2025-12-17,21:44,273.6,33.6,CASH,Dine in,Completed,weekday
O001904,2025-12-17,18:21,228.0,28.0,CASH,Dine in,Completed,weekday
O001905,2025-12-17,20:24,478.8,58.8,CASH,TAKEAWAY,Completed,weekday
O001906,2025-12-17,12:01,68.4,8.4,card,,Completed,weekday
O001907,2025-12-17,18:04,290.7,35.7,card,TAKEAWAY,Completed,weekday
O001908,2025-12-17,21:11,290.7,35.7,CASH,Dine in,Completed,weekday
O001909,2025-12-17,10:34,239.4,29.4,CASH,,Completed,weekday
O001910,2025-12-17,14:24,68.4,8.4,CASH,TAKEAWAY,Completed,weekday
O001911,2025-12-17,18:48,205.2,25.2,CASH,Dine in,Completed,weekday
O001912,2025-12-17,21:06,68.4,8.4,card,Dine in,Completed,weekday
O001913,2025-12-17,12:02,296.4,36.4,card,TAKEAWAY,Completed,weekday
O001914,2025-12-17,15:47,216.6,26.6,card,Dine in,Completed,weekday
O001915,2025-12-17,14:48,136.8,16.8,card,,Completed,weekday
O001916,2025-12-17,20:31,353.4,43.4,CASH,TAKEAWAY,Completed,weekday
O001917,2025-12-17,19:00,171.0,21.0,card,Dine in,Completed,weekday
O001918,2025-12-17,22:59,444.6,54.6,CASH,TAKEAWAY,Completed,weekday
O001919,2025-12-17,15:05,262.2,32.2,CASH,TAKEAWAY,Completed,weekday
O001920,2025-12-17,15:07,695.4,85.4,CASH,TAKEAWAY,Completed,weekday
O001921,2025-12-17,12:30,433.2,53.2,card,TAKEAWAY,Completed,weekday
O001922,2025-12-17,21:42,592.8,72.8,card,Dine in,Completed,weekday
O001923,2025-12-17,14:27,342.0,42.0,card,TAKEAWAY,Completed,weekday
O001924,2025-12-17,13:19,273.6,33.6,card,Dine in,Completed,weekday
O001925,2025-12-17,11:51,250.8,30.8,CASH,TAKEAWAY,Completed,weekday
O001926,2025-12-17,21:53,182.4,22.4,,Dine in,Completed,weekday
O001927,2025-12-17,20:03,501.6,61.6,CASH,,Completed,weekday
O001928,2025-12-17,21:26,353.4,43.4,CASH,Dine in,Completed,weekday
O001929,2025-12-17,16:23,262.2,32.2,CASH,TAKEAWAY,Completed,weekday
O001930,2025-12-17,18:04,182.4,22.4,card,TAKEAWAY,Completed,weekday
O001931,2025-12-17,18:37,427.5,52.5,card,TAKEAWAY,Completed,weekday
O001932,2025-12-17,13:25,672.6,82.6,,TAKEAWAY,Completed,weekday
O001933,2025-12-17,22:27,171.0,21.0,CASH,Dine in,Completed,weekday
O001934,2025-12-17,18:48,273.6,33.6,CASH,TAKEAWAY,Completed,weekday
O001935,2025-12-17,13:34,262.2,32.2,CASH,,Completed,weekday
